receptor_id,Group1,Group2,Group3,Group5,Group6,Group7,Group8,Group12,Group16,Group22,Group23,Group24,Fragment1,Fragment2,Fragment3,Fragment4,Fragment5,Fragment6,Fragment7,Fragment8,Fragment9,Fragment10,Fragment11,Fragment12,Fragment13,Fragment14,Fragment15,Fragment16,Fragment17,Fragment18,Fragment19,Fragment20,Fragment21,Fragment22,Fragment23,Fragment24,Fragment25,Fragment26,Fragment27,Fragment28,Fragment29,Fragment30,Fragment31,Fragment32,Fragment33,Fragment34,Fragment35,Fragment36,Fragment37,Fragment38,Fragment39,Fragment40,Fragment41,Fragment42,Fragment43,Fragment44,Fragment45,Fragment46,Fragment47,Fragment48,Fragment49,Fragment50,Fragment51,Fragment52,Fragment53,Fragment54,Fragment55,Fragment56,Fragment57,Fragment58,Fragment59
AAEL000613,0.008209938299533577,0.0056093450962406395,0.002123770311821867,0.0035354886567954577,0.0038605481259701177,0.0037569692628428414,0.0020715419471852444,0.00026344578280129005,0.0014074092873073436,0.004274997254624036,0.002107352394880924,0.003080449602714936,0.0010318892284557704,0.0009763516733698026,0.0072214697411503905,0.00811090836778539,0.0038965531631208056,0.0009233902241096253,0.001427499843892154,0.001276051502743794,0.0002631649215992285,0.010247369990730157,0.0021238275695369406,0.00036024996001370567,0.006165763648652622,0.002107352394880924,0.0006639920551566117,0.000126951270165954,0.0016304479219145936,0.0028928945892430034,0.00012852717832491302,0.002869805497458021,0.0013054943855196949,0.0030091419103942096,0.002424415237084592,0.0023205205356093,3.790441991917341e-05,0.00015743621905289152,0.0024131674925784025,0.0024794259834594354,0.002503833256311405,0.0017433343163238302,0.0029750837158258104,0.00239814954662747,0.0027456169908925262,0.008005999523316704,0.0016381155304778159,0.00011847869858787802,0.007979545614227647,0.005913748576098426,0.005913748576098426,0.00010246219540313361,0.0013960393673097102,0.008098422786279558,0.005041308410913515,0.003461035408580466,0.00034680747671818037,0.0035398060647305954,0.0015017465088193551,8.588483099913975e-05,0.0011623094929013936,1.3523347016712628e-05,0.0017583245309289335,0.0008550312647502279,0.006137646873424218,0.0009247952915853932,0.003539806064730594,0.0054836030574071624,0.0029750837158258104,0.008402269847888692,0.0001378472144907892
AAEL000614,0.024950147224941398,0.01499917932915092,0.012030057469214431,0.013662547481422201,0.017036270183968426,0.022493137357539668,0.006446866956205176,0.0001810576685208512,0.008318044999368756,0.011272517032164782,0.0010649616258086203,0.02655559297294672,0.0018019917489645193,0.006294232672399999,0.009981412039687977,0.016915136435430776,0.0032926860194035334,0.0013119954164298937,0.005214256355457466,0.0005484814403844444,0.00014897777856906567,0.018374620096865524,0.006376121948227508,0.00021260688546135452,0.008823109137351237,0.0010649616258086203,0.00034451096045967297,7.173702134815112e-05,0.009980209641528091,0.012351923408093823,0.0007273488187898944,0.007242677072079121,0.004327395589408828,0.007514575220492516,0.007215246708362115,0.024523606464956285,2.8636229001704367e-05,0.0014834735124896424,0.009910547630024216,0.001096674113746728,0.008847900124136379,0.0008496833625118428,0.010620984183641156,0.004680907431229133,0.01309923492757998,0.032593477849283764,0.009476498093799031,4.143343765620438e-05,0.01651571224586487,0.00789548596015609,0.00789548596015609,5.594159235468851e-05,0.0004848392440446033,0.018591531088136826,0.016582570495072807,0.010023203967683705,0.00030367608278402666,0.020795150610178115,0.006038816962436795,5.018136421710491e-05,0.012443299601607602,8.987175914932981e-06,0.0010536245349875052,0.006088492614253412,0.007768454820538026,0.0023339975684566806,0.02079515061017811,0.00711102472429539,0.010620984183641153,0.014332525791706564,0.0007318295654249678
AAEL000616,0.006853625512067044,0.0029395106711249,0.000713493043059932,0.0014923898522360669,0.002812759381439357,0.001997275850022888,0.000988161867377405,0.0001293087611946071,0.0006880769928592114,0.002809586521411779,0.0009367236629592978,0.001300061669213348,0.0005424347732438834,0.0005956415828506464,0.0029361253945791904,0.003469110119321766,0.003568526693803631,0.0003827673297212649,0.0007668374531969802,0.0003924778604869836,0.00012799773695013178,0.006414915776171178,0.0021416763965169837,9.244192374172815e-05,0.0023174348909956646,0.0009367236629592978,0.0002870219642141807,4.4670387281917836e-05,0.0007427729584394551,0.0012135108408583952,5.817333478321873e-05,0.0009703440824283113,0.0004573930408146825,0.0015583677908480708,0.0013178549931507557,0.0010368174128536167,1.5806640392022625e-05,7.047056518354628e-05,0.0014281892345864625,0.000964312002228724,0.0007337419051483211,0.0007578956524972723,0.0012579831503117585,0.0007669610897759219,0.0015783356888805404,0.004367788263093138,0.0010085261669571623,3.808489717698254e-05,0.00335865365384847,0.004302027951485815,0.004302027951485815,4.885836940268567e-05,0.0006695185954615229,0.005618467044976305,0.0031092711109410322,0.001075997116076287,0.00011564227921030034,0.002097210150877363,0.0006038591961343291,2.622469189180839e-05,0.0005318578234278123,5.896039998429458e-06,0.000716926899049762,0.0004520456568429637,0.0045588867626213505,0.0003315474936382801,0.0020972101508773626,0.004143510630923698,0.0012579831503117583,0.005156259085001806,6.213098617588182e-05
AAEL000628,0.008194343517860723,0.004206593908840437,0.0013693599381910469,0.0022564561058165474,0.003611651410122535,0.003329621565792923,0.0013919624946997567,0.00017183049212734169,0.0012069153071624012,0.0034890777192763383,0.0012184395601334017,0.0025861596741405257,0.0007551930445419515,0.0009385703387033121,0.004015454021743852,0.0049223968445785676,0.0039318269679364925,0.00053222060205849,0.0011224828406507345,0.000522588941049665,0.00016756128627544006,0.007934891569457793,0.0024883875817041327,0.00012714632852783226,0.0032255905915684704,0.0012184395601334017,0.00037811278980462665,5.9392681080130306e-05,0.0012255151275049239,0.0018914249544677718,9.896867021745958e-05,0.0014615782123691982,0.0007052435156714265,0.002216045770001986,0.0018670217596455244,0.0021511099254116436,2.424652551175285e-05,0.00013938549500885255,0.0021226360326714287,0.0013559530928815495,0.0012218899779118527,0.0009861046189118374,0.0018577656793968224,0.0011183952518717532,0.002369948795939357,0.006642643676551515,0.0015815713850706255,6.74149647278131e-05,0.004775011622729117,0.00500663917282648,0.00500663917282648,6.478664709230784e-05,0.0008091455009586598,0.006759295910066848,0.003994470357335296,0.0016838646694881563,0.00015863287239395864,0.0032500327939188134,0.0009443152571245093,3.55299872407306e-05,0.0010984634323776131,8.524144354185491e-06,0.0009435487572499998,0.0008027454703244925,0.0052659184881123635,0.0004897342545166018,0.003250032793918814,0.0047734379094481055,0.001857765679396822,0.0063217750669199635,0.00010492219199560837
AAEL001221,0.0077905018095370615,0.003876494115190464,0.0011771689476092453,0.0020808266309042646,0.0033751810274353154,0.0029276086017231465,0.0012951342434278966,0.00019497553186885428,0.0010325535577562226,0.0033017126541199666,0.0011924480234378136,0.0021467901701538853,0.000728972532800186,0.0008441060495427456,0.0038038380058771333,0.004590493462497404,0.003821652954734779,0.0004995664863607136,0.0010343626993769132,0.0004994586512605812,0.00016686328961098375,0.007543275946528866,0.002413766971695709,0.00012120983877424278,0.003050221181355108,0.0011924480234378136,0.00039004497457028394,6.93956682540987e-05,0.0010883373755615176,0.0017317716771353148,0.00012446652706573445,0.0013265318827408563,0.000637527352063104,0.002058964347113469,0.0017706734451626322,0.0017561626295942957,2.4943697197298722e-05,0.00011408777380578244,0.0019683505079170537,0.0012666799135687607,0.001130847299173392,0.0009745533706215155,0.0017279505388083666,0.0010337179226440922,0.002174116615874879,0.005919654516398617,0.001454959015025177,5.398905415636e-05,0.004444490656107363,0.004819921050162564,0.004819921050162564,6.485762635312649e-05,0.0007921200826779722,0.0064602391735948585,0.0037751360306406394,0.0015547233077429546,0.0001648993952638996,0.0029456356727678747,0.0008614489958746404,3.971775832894869e-05,0.000900864986276444,1.1758559198544461e-05,0.0009195393709103593,0.0006995110567415598,0.005066303956130468,0.0004695722816076172,0.0029456356727678734,0.004599286707185962,0.0017279505388083664,0.006012207789084156,0.00012981005693120403
AAEL001224,0.00350043293658977,0.0036137441528964176,0.0009816837846253381,0.0019279062134982439,0.0018418948836291422,0.002435970473490261,0.0012527547049390846,0.0001968513505842012,0.0008709267365436335,0.001877590377691883,0.001212531587092423,0.001642551276698581,0.0006999745249703976,0.0007212735980256174,0.003740404566883355,0.004380649731654506,0.0021020089731852614,0.0004902318728148453,0.0009509502811080968,0.0005223332285644233,0.00016831368557239173,0.005359391201299765,0.0010087874726232447,0.00012595578387227744,0.00299900821767816,0.001212531587092423,0.00039689991530054676,7.329270390815551e-05,0.0009155383690534814,0.0015403160342807572,0.00011773803862113082,0.0012420022788412653,0.0005776050386466475,0.0019299042975807297,0.0016516910574363858,0.001295401639141701,2.384781869892968e-05,8.830275112297611e-05,0.0017507724374590382,0.0012314511935080784,0.0010189990313546535,0.0009938249922181533,0.0016249649219196736,0.0009964094544956243,0.0019210563363630576,0.005213982649029482,0.001245384598104836,5.669565007661385e-05,0.00424385259947291,0.003069581818783009,0.003069581818783009,6.527572444463041e-05,0.000861735997621724,0.0034838920927201884,0.0021621561840559017,0.0014371429326434052,0.00016977050105398037,0.00256172242811855,0.0007711517479267103,4.168622898776652e-05,0.0006631460105135709,1.1943172737802803e-05,0.0009366843568134303,0.0005763263730575981,0.003252868557203091,0.0004468081514018031,0.0025617224281185495,0.0028552554254475345,0.0016249649219196736,0.004169223181165883,0.00012251363233850766
AAEL001342,0.0020389968138582893,0.05306270848002771,0.0020477192339285466,0.003724631819569475,0.002114257969545761,0.00276995802981162,0.0005901919595205224,0.03360044943927874,0.0006805869420325349,0.0009784688529340306,0.04203625016217357,0.0008484426197229571,0.012062883085068173,0.015198089005242211,0.05689767619155044,0.06685702876623296,0.00026655543932919675,0.0012125741046821478,0.006510148977959434,0.00036242307836560964,0.0015479253385881394,0.02233075864142291,0.002863437352398577,3.973855964290721e-05,0.01749407298983589,0.04203625016217357,0.003099098218276619,6.197995184686165e-05,0.00065113419595575,0.003959070424669385,0.0014183276001145477,0.0006578151038337369,0.0003329134522273137,0.02614502143232853,0.09193049500119962,0.000752423685130522,9.23358898292111e-06,2.013534434379766e-05,0.08237427044475122,0.0012168501233763961,0.0007011763132415906,0.014850393128044606,0.0021048086366250735,0.0005242615022645165,0.09710391255215167,0.05810016971293201,0.03308789079014445,1.2560589685241031e-05,0.055015952407761234,0.003039835632366599,0.003039835632366599,0.00017624039889049074,0.00037771165910870466,0.0008513993227342261,0.0008041893588635515,0.0012050796674661392,0.00014829026883346106,0.060948654388090794,0.0029135895963696735,3.157766385896834e-05,0.00014759572620620255,0.0004572639733657131,0.006007502098739661,0.0005219389411300571,0.0011089613164133245,0.0003455088285053427,0.06094865438809077,0.0007454189841701593,0.0021048086366250727,0.004748876140725614,0.0014195637938290942
AAEL001510,0.005008632319933135,0.004378291130595468,0.001586389940387408,0.0022773673681007727,0.0025835229727621967,0.003930054707450998,0.0012865806168264882,0.00021663999758960069,0.0014022018988163775,0.0023351265398330635,0.0011527456396600174,0.003149298896554719,0.0008166033924446811,0.0011311633199271062,0.003862318870619264,0.004990962593238114,0.0021562371810284232,0.000520833132213868,0.001233158497628668,0.0004343584033173633,0.00016523594705357647,0.006266108984226224,0.0014730145791118183,0.00010709500540102699,0.003101112630203603,0.0011527456396600174,0.0003944092269508975,6.993722745148063e-05,0.0013911831103402994,0.0020572502676414394,0.00017231657178541456,0.0014387142878844043,0.0007174403764024002,0.0023151806025739578,0.0020326576076176443,0.002675538944942686,2.854970473809105e-05,0.00016641239095236708,0.00245555018283915,0.001299838515058059,0.0013491110671129893,0.0009396250852570673,0.0018183254492194253,0.0010526679483853442,0.0027048022449607215,0.007238822354151393,0.001936339950130152,4.8954414284714504e-05,0.0048195352837081115,0.0032315319129174722,0.0032315319129174722,6.425901454347052e-05,0.0005620282488944469,0.0042734819460512495,0.0029710793326708767,0.0017421418128714683,0.00016315836982094714,0.0038541897715396022,0.001027832555333522,3.963729252822221e-05,0.0013892020632964304,1.4493663739552224e-05,0.0008795734794890661,0.00097913528858193,0.003378221539182766,0.000507307056953327,0.003854189771539601,0.002987622943007823,0.0018183254492194253,0.004577796097070317,0.00017822647853300063
AAEL003045,0.008268569446602802,0.004110190254748875,0.0013157852506539538,0.0021732697025774158,0.0036045402471261076,0.0032702015978212113,0.001337830188669108,0.0001645681519653317,0.001171809925778749,0.003474563119063131,0.0011772244183134912,0.002528981215536393,0.0007358553299900992,0.0009209330994431868,0.0038757306210198627,0.004768802138939406,0.003988780098421629,0.0005140640029857935,0.0010986817444902295,0.0004972044762669886,0.00016245260397870605,0.007922780490556884,0.002521806919474533,0.00012060835800265743,0.003102821029924276,0.0011772244183134912,0.00036345144724451577,5.5433679147081606e-05,0.001196165177649324,0.0018367166877130828,9.288525431654339e-05,0.0014089203128490107,0.0006820544997915248,0.002163715070570656,0.0018224029395957845,0.002099662525762881,2.3884951156584572e-05,0.00013660630553947008,0.0020827981335516765,0.001335078619087734,0.0011706126928166586,0.0009511499820559037,0.0017868131342457184,0.0010736773520622735,0.0023242007634210783,0.006516616628953462,0.00155158376491964,6.263601792156991e-05,0.004623748629097589,0.005021353643941565,0.005021353643941565,6.287502912449588e-05,0.0007664968620044225,0.0067726645050952446,0.003983310167977591,0.0016158191930160184,0.0001500749521354076,0.0031882250755978234,0.0009157038845349858,3.327775327178552e-05,0.0010745936823337338,8.078064788047328e-06,0.0009084563739862499,0.0007812918757645082,0.005289295575500346,0.0004702675144362803,0.003188225075597823,0.004797610386008734,0.0017868131342457187,0.006288777658483899,9.895996565586518e-05
AAEL003395,0.0048241590677441494,0.01204789332097614,0.0030218223399930745,0.00481227473356876,0.003023904754605582,0.008200113679292536,0.0025320837028048548,0.001450564907640572,0.0026943692342060923,0.003029317912105186,0.00452978981802832,0.005163781062345266,0.0031873894181132303,0.002709896651234622,0.010796854662240717,0.013130550345914092,0.0011435219566838849,0.0014711792914121778,0.0035666798408689054,0.0011952683806724467,0.0007248439981179912,0.01055129204553111,0.001823031068567598,0.00027453900708935555,0.00844076780412868,0.00452978981802832,0.001982634628919729,0.0004129175534468079,0.0025769414845157267,0.004575272622979269,0.0009568811483232576,0.002832792511184163,0.0013178868009016567,0.006740855804277964,0.006568240024998973,0.0038054338188359157,0.00013062444597740843,0.0002848478749718774,0.007038321812848052,0.00460789750112266,0.003181538082010453,0.003834407454193028,0.0038413902458230374,0.002257663121853227,0.007027465248018028,0.015235862478071772,0.005317360334571695,0.0001012220447814538,0.012430786050952106,0.003931252957200241,0.003931252957200241,0.0002804564453580843,0.0012387526134308338,0.004935117358965372,0.004384027251707512,0.0039018984740471327,0.0007172876873121063,0.009878384288609427,0.0022641196314105326,0.00021037416868185938,0.002087986589796688,9.951889819160054e-05,0.0031989711880605182,0.002066319579625286,0.0036505050653966274,0.00148238419477931,0.009878384288609418,0.0031977211127644867,0.003841390245823036,0.006630385840679111,0.0009743691607751563
